timestamp,question,answer,context_length,chunks_used,retrieval_mode,similarity_threshold,processing_time,success,metadata
"2025-08-02T14:40:14.111514","What is the grace period for premium payments?","The grace period for premium payments is 30 days from the due date.",2500,3,"hybrid",0.7,1.8,True,"{"test": true, "model": "gpt-4", "temperature": 0.1}"
"2025-08-02T14:52:00.064763","How does the policy define a 'Hospital'?","A hospital is defined as any institution established for in-patient care and day care treatment of disease/ injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and Regulation) Act, 2010 or under the enactments specified under Schedule of Section 56(1) of the said Act, OR complies with all minimum criteria as under: having qualified nursing staff under its employment round the clock; having at least ten inpatient beds, in those",111161,195,"batch_parallel",0.0,2.1656899452209473,True,"{"batch_index": 1, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:00:19.779481","Does this policy cover maternity expenses, and what are the conditions?","Yes, the policy covers maternity expenses under Section 3.1.14, subject to the following conditions:  1.  The female insured person should have been continuously covered for at least 24 months before availing this benefit. 2.  The New Born Baby shall be automatically covered from birth under the Sum Insured available to the mother during the corresponding Policy Period, for up to 3 months of age. On attaining 3 months of age, the New Born Baby shall be covered only if specifically included in the Policy mid-term and requisite premium paid to the Company. 3.  Maternity Expenses means medical treatment expenses traceable to childbirth (including complicated deliveries and caesarean sections incurred during Hospitalization) and expenses towards",111161,195,"batch_parallel",0.0,2.114450216293335,True,"{"batch_index": 0, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:00:19.780486","How does the policy define a 'Hospital'?","As of 02:54 PM IST, Saturday, August 02, 2025, the policy defines a 'Hospital' as any institution established for in-patient care and day care treatment of disease/injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and Regulation) Act, 2010 or under the enactments specified under Schedule of Section 56(1) of the said Act, OR complies with all minimum criteria as under: i. has qualified nursing staff under its employment round the clock; ii. has at least ten inpatient beds, in those towns having a population of less than ten lacs and fifteen inpatient beds in all other",111161,195,"batch_parallel",0.0,2.114450216293335,True,"{"batch_index": 1, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:15:04.677111","Does this policy cover maternity expenses, and what are the conditions?","Yes, the policy covers maternity expenses under Section 3.1.14, subject to the following conditions:  1.  The female insured person should have been continuously covered for at least 24 months before availing this benefit. 2.  The newborn baby shall be automatically covered from birth under the Sum Insured available to the mother during the corresponding Policy Period, for up to 3 months of age. On attaining 3 months of age, the New Born Baby shall be covered only if specifically included in the Policy mid-term and requisite premium paid to the Company. 3.  The company shall not be liable to make any payment under the cover in respect of Maternity Expenses incurred in connection with or in respect of:",111161,195,"batch_parallel",0.0,2.0575380325317383,True,"{"batch_index": 0, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:15:04.678110","How does the policy define a 'Hospital'?","According to the document, a 'Hospital' is defined as any institution established for in-patient care and day care treatment of disease/injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and Regulation) Act, 2010 or under the enactments specified under Schedule of Section 56(1) of the said Act, OR complies with all minimum criteria as under: i. has qualified nursing staff under its employment round the clock; ii. has at least ten inpatient beds, in those towns having a population of less than ten lacs and fifteen inpatient beds in all other places; iii. has qualified medical practitioner (s) in charge round the clock; iv",111161,195,"batch_parallel",0.0,2.0575380325317383,True,"{"batch_index": 1, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:32:27.259713","Does this policy cover maternity expenses, and what are the conditions?","Yes, the policy covers maternity expenses for a female insured person, including pre-natal and post-natal hospitalization expenses per delivery, and expenses for necessary vaccination for a New Born Baby, subject to the limit as shown in the Table of Benefits. The female Insured Person should have been continuously covered for at least 24 months before availing this benefit.  The New Born Baby shall be automatically covered from birth under the Sum Insured available to the mother during the corresponding Policy Period, for up to 3 months of age. On attaining 3 months of age, the New Born Baby shall be covered only if specifically included in the Policy mid-term and requisite premium paid to the Company.  Maternity Expenses include: a) Medical",115895,143,"batch_parallel",0.0,2.9308148622512817,True,"{"batch_index": 0, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:32:27.261094","How does the policy define a 'Hospital'?","According to the document, a Hospital is defined as any institution established for in-patient care and day care treatment of disease/injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and Regulation) Act, 2010 or under the enactments specified under Schedule of Section 56(1) of the said Act, OR complies with all minimum criteria as under: i. has qualified nursing staff under its employment round the clock; ii. has at least ten inpatient beds, in those towns having a population of less than ten lacs and fifteen inpatient beds in all other places; iii. has qualified medical practitioner (s) in charge round the clock; iv. has",115895,143,"batch_parallel",0.0,2.9308148622512817,True,"{"batch_index": 1, "batch_total": 2, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:33:43.188308","How does the policy define a 'Hospital'?","According to the document, a Hospital is defined as any institution established for in-patient care and day care treatment of disease/injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and Regulation) Act, 2010 or under the enactments specified under Schedule of Section 56(1) of the said Act, OR complies with all minimum criteria as under: i. has qualified nursing staff under its employment round the clock; ii. has at least ten inpatient beds, in those towns having a population of less than ten lacs and fifteen inpatient beds in all other places; iii. has qualified medical practitioner (s) in charge round the clock; iv. has",115895,143,"batch_parallel",0.0,5.1303300857543945,True,"{"batch_index": 0, "batch_total": 1, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:37:54.340104","How does the policy define a 'Hospital'?","The policy defines a 'Hospital' as any institution established for in-patient care and day care treatment of disease or injuries that has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and Regulation) Act, 2010 or under the enactments specified under Schedule of Section 56(1) of the said Act, or that complies with all minimum criteria as follows:  - Has qualified nursing staff under its employment round the clock. - Has at least ten inpatient beds in towns with a population of less than ten lakhs, and at least fifteen inpatient beds in other locations. - Has qualified medical practitioners in charge round the clock. - Has a fully equipped operation theatre of its own where surgical procedures are carried out. -",115895,143,"batch_parallel",0.0,6.986359119415283,True,"{"batch_index": 0, "batch_total": 1, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:38:37.705482","What is the grace period for premium payment under the National Parivar Mediclaim Plus Policy?","The grace period for premium payment under the National Parivar Mediclaim Plus Policy is thirty days.",115895,143,"batch_parallel",0.0,2.9942665100097656,True,"{"batch_index": 0, "batch_total": 1, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:38:57.916701","What is the grace period for premium payment under the National Parivar Mediclaim Plus Policy?","The grace period for premium payment under the National Parivar Mediclaim Plus Policy is thirty days.",115895,143,"batch_parallel",0.0,3.4279046058654785,True,"{"batch_index": 0, "batch_total": 1, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:53:11.101945","What is the grace period for premium payment under the National Parivar Mediclaim Plus Policy?","The grace period for payment of the premium shall be thirty days.",115895,143,"batch_parallel",0.0,1.3650203347206116,True,"{"batch_index": 0, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:53:11.101945","What is the waiting period for pre-existing diseases (PED) to be covered?","Expenses related to the treatment of a Pre-Existing Disease (PED) and its direct complications shall be excluded until the expiry of thirty-six (36) months of continuous coverage after the date of inception of the first policy with us.",115895,143,"batch_parallel",0.0,1.3650203347206116,True,"{"batch_index": 1, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:53:11.103353","What is the extent of coverage for AYUSH treatments?","The company shall indemnify Medical Expenses incurred for Inpatient Care treatment under Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homeopathy systems of medicines during each Policy Period up to the limit of Sum Insured as specified in the Policy Schedule in any AYUSH Hospital.",115895,143,"batch_parallel",0.0,1.3650203347206116,True,"{"batch_index": 2, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:53:11.103353","Are there any sub-limits on room rent and ICU charges for Plan A?","Yes, for Plan A, room charges are payable up to 1% of the Sum Insured or actual, whichever is lower, and ICU charges are payable up to 2% of the Sum Insured or actual, whichever is lower, per day per insured person. However, the limit shall not apply if the treatment is undergone for a listed procedure in a Preferred Provider Network (PPN) as a package.",115895,143,"batch_parallel",0.0,1.3650203347206116,True,"{"batch_index": 3, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:55:25.004323","What is the grace period for premium payment under the National Parivar Mediclaim Plus Policy?","The grace period for payment of the premium shall be thirty days.",115895,143,"batch_parallel",0.0,1.1043521761894226,True,"{"batch_index": 0, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:55:25.005808","What is the waiting period for pre-existing diseases (PED) to be covered?","Expenses related to the treatment of a Pre-Existing Disease (PED) and its direct complications shall be excluded until the expiry of thirty-six (36) months of continuous coverage after the date of inception of the first policy with us.",115895,143,"batch_parallel",0.0,1.1043521761894226,True,"{"batch_index": 1, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:55:25.005808","What is the extent of coverage for AYUSH treatments?","The company shall indemnify Medical Expenses incurred for Inpatient Care treatment under Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homeopathy systems of medicines during each Policy Period up to the limit of Sum Insured as specified in the Policy Schedule in any AYUSH Hospital.",115895,143,"batch_parallel",0.0,1.1043521761894226,True,"{"batch_index": 2, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:55:25.006812","Are there any sub-limits on room rent and ICU charges for Plan A?","Yes, for Plan A, room charges are payable up to 1% of the Sum Insured or actual, whichever is lower, and ICU charges are payable up to 2% of the Sum Insured or actual, whichever is lower, per day per insured person. However, the limit shall not apply if the treatment is undergone for a listed procedure in a Preferred Provider Network (PPN) as a package.",115895,143,"batch_parallel",0.0,1.1043521761894226,True,"{"batch_index": 3, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D", "processing_mode": "batch"}"
"2025-08-02T15:56:09.979813","When will my root canal claim of Rs 25,000 be settled?","Information not available in document.",79930,109,"batch_parallel",0.0,1.0499199032783508,True,"{"batch_index": 0, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D", "processing_mode": "batch"}"
"2025-08-02T15:56:09.979813","I have done an IVF for Rs 56,000. Is it covered?","Expenses related to sterility and infertility are excluded. This includes Assisted Reproduction services including artificial insemination and advanced reproductive technologies such as IVF, ZIFT, GIFT, ICSI.",79930,109,"batch_parallel",0.0,1.0499199032783508,True,"{"batch_index": 1, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D", "processing_mode": "batch"}"
"2025-08-02T15:56:09.981305","I did a cataract treatment of Rs 100,000. Will you settle the full Rs 100,000?","The policy will indemnify medical expenses incurred for the treatment of Cataract, subject to a limit of 25% of Sum Insured or INR 40,000 per eye, whichever is lower, per each eye in one Policy Period. Information not available on your total sum insured.",79930,109,"batch_parallel",0.0,1.0499199032783508,True,"{"batch_index": 2, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D", "processing_mode": "batch"}"
"2025-08-02T15:56:09.981305","Give me a list of documents to be uploaded for hospitalization for heart surgery.","The document lists the following documents to be submitted for reimbursement claims:  i. Duly completed claim form ii. Photo Identity proof of the patient iii. Medical practitioner’s prescription advising admission. iv. Original bills with itemized break-up v. Payment receipts vi. Discharge summary including complete medical history of the patient along with other details. vii. Investigation/ Diagnostic test reports etc. supported by the prescription from attending medical practitioner viii. OT notes or Surgeon's certificate giving details of the operation performed (for surgical cases). ix. Sticker/Invoice of the Implants, wherever applicable. x. MLR (Medico Legal Report copy if carried out and FIR (First information report) if registered, where ever applicable. xi. NEFT Details (to enable direct credit of claim amount in bank account) and cancelled cheque xii. KYC (Identity proof with Address) of the proposer, where claim liability is above Rs. 1 Lakh as per AML Guidelines xiii. Legal heir/succession certificate, wherever applicable xiv. Any other relevant document required by Company/TPA for assessment of the claim.",79930,109,"batch_parallel",0.0,1.0499199032783508,True,"{"batch_index": 3, "batch_total": 4, "document_url": "https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D", "processing_mode": "batch"}"
"2025-08-02T15:56:22.087875","I have raised a claim for hospitalization for Rs 200,000 with HDFC, and it's approved. My total expenses are Rs 250,000. Can I raise the remaining Rs 50,000 with you?","Insured person having multiple policies shall also have the right to prefer claims under this policy for the amounts disallowed under any other policy / policies. Then the insurer shall independently settle the claim subject to the terms and conditions of this policy.",79930,109,"batch_parallel",0.0,4.635547161102295,True,"{"batch_index": 0, "batch_total": 1, "document_url": "https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D", "processing_mode": "batch"}"
"2025-08-02T15:56:37.473847","What is the ideal spark plug gap recommeded","The ideal spark plug gap is 0.8-0.9 mm.",130336,131,"batch_parallel",0.0,2.238435411453247,True,"{"batch_index": 0, "batch_total": 5, "document_url": "https://hackrx.blob.core.windows.net/assets/Super_Splendor_(Feb_2023).pdf?sv=2023-01-03&st=2025-07-21T08%3A10%3A00Z&se=2025-09-22T08%3A10%3A00Z&sr=b&sp=r&sig=vhHrl63YtrEOCsAy%2BpVKr20b3ZUo5HMz1lF9%2BJh6LQ0%3D", "processing_mode": "batch"}"
